org8code_year,Yr,org4code,org8code,DistName,4 Year Cohort Total,4 Year Graduation Percent,5 Year Cohort Total,5 Year Graduation Percent,Mass Core Completion Count,Mass Core Completion Percent,Chronic Absence Count,Chronic Absence Percent,College Enrollment Count,College Persistence Count,College Enrollment Percent,College Persistence Percent,Out of School Suspension Count,Out of School Suspension Percent,Passed All 9th Grade Courses Count,Passed All 9th Grade Courses Percent,Enrolled in AP/IB Course Count,Enrolled in AP/IB Course Percent
00570000_2016,2016,57,570000,Chelsea,390,59.7,Null,Null,261,100,1709,35.4,Null,Null,Null,Null,1725,5.8,504,43.1,618,34
00610000_2011,2011,61,610000,Chicopee,679,69.7,679,73.2,Null,Null,Null,Null,497,497,64.38631791,53.11871227,Null,Null,Null,Null,Null,Null
00610000_2012,2012,61,610000,Chicopee,712,72.5,712,75.4,544,100,2735,25.3,543,543,61.14180479,50.64456722,Null,Null,649,61.2,1305,14
00610000_2013,2013,61,610000,Chicopee,683,75.7,683,75.7,93,17.9,2681,24.3,520,520,61.15384615,50.57692308,2690,16.3,688,56.8,1256,20
00610000_2014,2014,61,610000,Chicopee,640,81.3,640,81.3,211,39.9,2652,22.8,527,527,68.12144213,54.83870968,2660,14.3,672,58.9,1218,25
00610000_2015,2015,61,610000,Chicopee,637,81.9,637,81.9,177,33,2619,23.9,537,537,63.12849162,49.53445065,2661,9.8,623,58.9,1220,23
00610000_2016,2016,61,610000,Chicopee,665,77,Null,Null,153,29.1,2606,24.1,Null,Null,Null,Null,2632,8.8,623,61.8,1252,23
00640000_2011,2011,64,640000,Clinton,140,84.3,140,87.9,Null,Null,Null,Null,117,117,70.08547009,56.41025641,Null,Null,Null,Null,Null,Null
00640000_2012,2012,64,640000,Clinton,120,80,120,82.5,60,58.3,502,26.3,103,103,64.0776699,48.54368932,Null,Null,116,79.3,240,18
00640000_2013,2013,64,640000,Clinton,139,90.6,139,90.6,101,79.5,483,21.3,127,127,70.86614173,58.26771654,472,12.3,110,73.6,232,30
00640000_2014,2014,64,640000,Clinton,106,90.6,106,90.6,63,64.3,468,17.5,98,98,69.3877551,54.08163265,458,9.4,115,78.3,217,26
00640000_2015,2015,64,640000,Clinton,109,92.7,109,92.7,83,83,453,19.6,100,100,67,56,457,12.9,119,78.2,207,26
00640000_2016,2016,64,640000,Clinton,107,91.6,Null,Null,83,83,444,22.7,Null,Null,Null,Null,451,9.5,108,87,203,27
00650000_2011,2011,65,650000,Cohasset,92,94.6,92,94.6,Null,Null,Null,Null,90,90,78.88888889,75.55555556,Null,Null,Null,Null,Null,Null
00650000_2012,2012,65,650000,Cohasset,95,98.9,95,98.9,96,100,376,8.8,96,96,84.375,82.29166667,Null,Null,84,96.4,185,54
00650000_2013,2013,65,650000,Cohasset,92,97.8,92,97.8,86,100,403,8.9,86,86,83.72093023,80.23255814,393,1.8,115,100,189,50
00650000_2014,2014,65,650000,Cohasset,103,96.1,103,96.1,103,100,408,8.3,103,103,81.55339806,80.58252427,400,0,95,97.9,191,50
00650000_2015,2015,65,650000,Cohasset,87,97.7,87,97.7,84,100,392,9.4,84,84,85.71428571,82.14285714,393,1.5,99,99,198,59
00650000_2016,2016,65,650000,Cohasset,113,98.2,Null,Null,112,100,426,8.5,Null,Null,Null,Null,426,1.4,118,98.3,209,64
00710000_2011,2011,71,710000,Danvers,264,89,264,89.8,Null,Null,Null,Null,239,239,79.07949791,73.64016736,Null,Null,Null,Null,Null,Null
00710000_2012,2012,71,710000,Danvers,240,90,240,91.3,219,100,1079,19.6,219,219,78.53881279,72.60273973,Null,Null,283,89.8,498,43
00710000_2013,2013,71,710000,Danvers,272,90.8,272,90.8,244,100,1090,21.8,244,244,81.14754098,76.2295082,1063,6.7,255,88.2,494,46
00710000_2014,2014,71,710000,Danvers,250,94,250,94,239,100,1098,18.9,239,239,71.12970711,65.27196653,1074,8,260,94.2,531,48
00710000_2015,2015,71,710000,Danvers,286,94.4,286,94.4,269,100,1050,20.7,267,267,78.65168539,70.41198502,1058,7.7,230,89.6,555,47
00710000_2016,2016,71,710000,Danvers,265,93.6,Null,Null,255,100,1022,19.6,Null,Null,Null,Null,1032,6.2,248,93.1,530,47
00720000_2011,2011,72,720000,Dartmouth,295,93.9,295,94.6,Null,Null,Null,Null,280,280,78.92857143,69.28571429,Null,Null,Null,Null,Null,Null
00720000_2012,2012,72,720000,Dartmouth,273,93,273,94.9,225,87.9,1181,11,256,256,77.34375,72.65625,Null,Null,275,75.6,556,36
00720000_2013,2013,72,720000,Dartmouth,250,96,250,96,216,88.2,1154,10.1,245,245,73.46938776,69.79591837,1135,1.5,268,82.1,557,41
00720000_2014,2014,72,720000,Dartmouth,306,92.8,306,92.8,269,94.7,1172,10.2,284,284,76.76056338,72.53521127,1155,2.5,278,75.2,555,46
00720000_2015,2015,72,720000,Dartmouth,279,91.4,279,91.4,233,91.7,1097,12.8,251,251,76.89243028,68.92430279,1099,1.4,248,78.2,541,42
00720000_2016,2016,72,720000,Dartmouth,274,89.4,Null,Null,250,99.2,1084,11.1,Null,Null,Null,Null,1086,1.6,256,81.6,536,41
00730000_2011,2011,73,730000,Dedham,212,85.4,212,89.6,Null,Null,Null,Null,187,187,63.10160428,55.61497326,Null,Null,Null,Null,Null,Null
00730000_2012,2012,73,730000,Dedham,205,88.3,205,90.2,77,40.5,829,21.4,190,190,74.21052632,67.36842105,Null,Null,178,80.9,392,36
00730000_2013,2013,73,730000,Dedham,205,92.2,205,92.2,86,44.8,830,22.9,192,192,77.08333333,65.10416667,799,10.1,185,87,426,41
00730000_2014,2014,73,730000,Dedham,231,95.2,231,95.2,101,46.8,807,24,216,216,71.2962963,65.74074074,780,7.6,183,84.2,410,43
00730000_2015,2015,73,730000,Dedham,189,89.4,189,89.4,55,31.4,726,19.8,175,175,69.71428571,61.71428571,727,2.6,167,84.4,376,44
00730000_2016,2016,73,730000,Dedham,192,91.7,Null,Null,94,51.6,729,17.7,Null,Null,Null,Null,733,3,186,87.6,374,45
00770000_2011,2011,77,770000,Douglas,115,90.4,115,90.4,Null,Null,Null,Null,103,103,68.93203883,63.10679612,Null,Null,Null,Null,Null,Null
00770000_2012,2012,77,770000,Douglas,129,84.5,129,86.8,62,56.9,477,17.6,109,109,71.55963303,67.88990826,Null,Null,114,89.5,217,37
00770000_2013,2013,77,770000,Douglas,101,87.1,101,87.1,56,62.9,456,14.5,89,89,76.40449438,67.41573034,455,4.6,105,87.6,220,39
00770000_2014,2014,77,770000,Douglas,127,92.1,127,92.1,41,34.5,468,16.7,119,119,77.31092437,72.26890756,465,2.4,115,88.7,232,39
00770000_2015,2015,77,770000,Douglas,109,91.7,109,91.7,50,49.5,413,14.3,101,101,71.28712871,68.31683168,415,0,99,98,197,46
00770000_2016,2016,77,770000,Douglas,102,87.3,Null,Null,18,20.5,411,14.8,Null,Null,Null,Null,413,4.1,107,95.3,201,45
00790000_2011,2011,79,790000,Dracut,312,87.5,312,89.4,Null,Null,Null,Null,277,277,77.25631769,70.75812274,Null,Null,Null,Null,Null,Null
00790000_2012,2012,79,790000,Dracut,266,88,266,89.1,241,100,1255,26.4,241,241,79.66804979,73.85892116,Null,Null,285,68.1,484,34
00790000_2013,2013,79,790000,Dracut,269,85.9,269,85.9,225,100,1099,20.6,225,225,78.66666667,70.22222222,1069,9.2,267,74.9,501,36
00790000_2014,2014,79,790000,Dracut,287,88.9,287,88.9,262,100,1007,17.9,262,262,74.42748092,66.41221374,985,7,197,76.1,511,36
00790000_2015,2015,79,790000,Dracut,253,91.7,253,91.7,230,100,889,16.8,230,230,77.39130435,70,892,4.5,199,82.9,488,34
00790000_2016,2016,79,790000,Dracut,252,93.3,Null,Null,239,100,860,15.8,Null,Null,Null,Null,867,3.5,215,85.6,440,42
00820000_2011,2011,82,820000,Duxbury,217,98.2,217,98.2,Null,Null,Null,Null,214,214,75.23364486,69.62616822,Null,Null,Null,Null,Null,Null
00820000_2012,2012,82,820000,Duxbury,260,96.9,260,98.1,252,100,1050,7.2,252,252,78.96825397,75.3968254,Null,Null,285,95.8,514,54
00820000_2013,2013,82,820000,Duxbury,248,97.6,248,97.6,246,100,1064,4.2,246,246,83.33333333,78.86178862,1052,5.8,281,95,469,54
00820000_2014,2014,82,820000,Duxbury,228,96.9,228,96.9,221,100,1070,3.6,221,221,87.78280543,82.80542986,1053,2.3,278,93.5,499,65
00820000_2015,2015,82,820000,Duxbury,268,99.6,268,99.6,263,100,1123,6,263,263,82.12927757,76.04562738,1125,2,298,95.6,543,63
00820000_2016,2016,82,820000,Duxbury,267,97.8,Null,Null,266,100,1094,4.2,Null,Null,Null,Null,1101,1.4,257,98.1,555,61
00830000_2011,2011,83,830000,East Bridgewater,143,89.5,143,90.2,Null,Null,Null,Null,128,128,76.5625,64.0625,Null,Null,Null,Null,Null,Null
00830000_2012,2012,83,830000,East Bridgewater,121,91.7,121,93.4,112,99.1,581,11.5,113,113,74.33628319,70.79646018,Null,Null,138,82.6,246,34
00830000_2013,2013,83,830000,East Bridgewater,125,90.4,125,90.4,114,100,586,10.9,114,114,73.68421053,62.28070175,574,2.4,137,70.1,287,37
00830000_2014,2014,83,830000,East Bridgewater,159,95.6,159,95.6,152,98.7,647,8.7,154,154,72.07792208,65.58441558,635,0,186,78.5,306,45
00830000_2015,2015,83,830000,East Bridgewater,150,94,150,94,138,98.6,656,8.1,139,139,82.73381295,75.53956835,658,2.9,171,71.3,291,49
00830000_2016,2016,83,830000,East Bridgewater,147,95.2,Null,Null,140,98.6,650,11.7,Null,Null,Null,Null,653,2.6,142,88,330,37
00860000_2011,2011,86,860000,Easthampton,125,74.4,125,80.8,Null,Null,Null,Null,100,100,68,48,Null,Null,Null,Null,Null,Null
00860000_2012,2012,86,860000,Easthampton,111,84.7,111,84.7,103,99,480,17.3,104,104,62.5,54.80769231,Null,Null,116,84.5,218,38
00860000_2013,2013,86,860000,Easthampton,120,93.3,120,93.3,107,100,487,15.2,107,107,62.61682243,50.46728972,475,8,114,87.7,226,41
00860000_2014,2014,86,860000,Easthampton,120,90.8,120,90.8,103,92,477,11.5,112,112,73.21428571,61.60714286,473,4.9,115,83.5,236,50
00860000_2015,2015,86,860000,Easthampton,122,95.1,122,95.1,95,80.5,463,17.1,118,118,71.18644068,58.47457627,465,2.4,106,79.2,232,54
00860000_2016,2016,86,860000,Easthampton,114,87.7,Null,Null,102,100,471,18.7,Null,Null,Null,Null,475,2.1,132,80.3,217,61
00870000_2011,2011,87,870000,East Longmeadow,253,93.3,253,93.3,Null,Null,Null,Null,236,236,81.3559322,71.18644068,Null,Null,Null,Null,Null,Null
00870000_2012,2012,87,870000,East Longmeadow,234,90.6,234,91.5,184,86.4,930,12.5,213,213,81.22065728,75.58685446,Null,Null,214,89.3,449,40
00870000_2013,2013,87,870000,East Longmeadow,232,96.6,232,96.6,193,85.8,943,10,225,225,80.88888889,72,897,2.6,226,83.2,446,39
00870000_2014,2014,87,870000,East Longmeadow,220,94.1,220,94.1,173,82.8,922,8.7,209,209,80.38277512,72.24880383,883,1.6,227,78.4,424,42
00870000_2015,2015,87,870000,East Longmeadow,217,95.4,217,95.4,195,96.1,879,10.8,203,203,85.71428571,80.2955665,884,2.4,213,91.1,437,42
00870000_2016,2016,87,870000,East Longmeadow,223,96,Null,Null,120,54.3,872,11.6,Null,Null,Null,Null,876,2.3,209,87.6,453,43
00880000_2011,2011,88,880000,Easton,287,93.4,287,94.1,Null,Null,Null,Null,273,273,83.51648352,75.82417582,Null,Null,Null,Null,Null,Null
00880000_2012,2012,88,880000,Easton,306,93.1,306,93.8,287,100,1227,12.5,287,287,81.18466899,76.30662021,Null,Null,283,94.7,598,44
00880000_2013,2013,88,880000,Easton,302,95,302,95,285,100,1211,9.7,285,285,84.21052632,80,1195,3.7,268,96.3,611,48
00880000_2014,2014,88,880000,Easton,311,96.1,311,96.1,303,100,1209,6.5,303,303,82.83828383,76.56765677,1185,2.4,299,96.7,601,50
00880000_2015,2015,88,880000,Easton,292,97.6,292,97.6,288,100,1184,7.5,288,288,84.72222222,76.73611111,1190,2.9,315,97.1,566,59
00880000_2016,2016,88,880000,Easton,279,96.8,Null,Null,269,100,1201,6.7,Null,Null,Null,Null,1203,2.8,303,96.4,582,51
00930000_2011,2011,93,930000,Everett,439,75.2,439,79.5,Null,Null,Null,Null,350,350,50.57142857,45.42857143,Null,Null,Null,Null,Null,Null
00930000_2012,2012,93,930000,Everett,467,75.4,467,78.8,126,33.4,2002,25.2,376,376,58.5106383,48.93617021,Null,Null,506,63.4,884,19
00930000_2013,2013,93,930000,Everett,519,82.3,519,82.3,225,51.7,2093,26.6,435,435,58.85057471,49.1954023,2038,5.3,480,60,974,22
00930000_2014,2014,93,930000,Everett,541,81.7,541,81.7,326,76,2181,27.9,429,429,55.01165501,44.52214452,2141,12.9,539,62.5,1020,24
00930000_2015,2015,93,930000,Everett,559,82.1,559,82.1,292,61.9,2213,28.3,472,472,58.26271186,48.30508475,2232,9.2,552,66.7,1005,27
00930000_2016,2016,93,930000,Everett,502,76.7,Null,Null,279,68.7,2255,29,Null,Null,Null,Null,2264,10.2,547,69.1,1009,24
00940000_2011,2011,94,940000,Fairhaven,154,81.2,154,82.5,Null,Null,Null,Null,130,130,64.61538462,50.76923077,Null,Null,Null,Null,Null,Null
00940000_2012,2012,94,940000,Fairhaven,148,81.1,148,85.8,124,100,657,13.1,123,123,69.10569106,56.91056911,Null,Null,195,71.3,303,24
00940000_2013,2013,94,940000,Fairhaven,177,91.5,177,91.5,155,92.8,704,12.4,167,167,68.86227545,56.28742515,692,6.4,184,72.3,296,25
00940000_2014,2014,94,940000,Fairhaven,142,88.7,142,88.7,119,94.4,682,11.4,124,124,66.93548387,58.06451613,671,8.6,177,59.9,303,31
00940000_2015,2015,94,940000,Fairhaven,174,92,174,92,158,95.2,682,11.7,166,166,73.4939759,65.06024096,682,4.5,163,71.2,338,31
00940000_2016,2016,94,940000,Fairhaven,182,91.8,Null,Null,165,98.2,652,12.7,Null,Null,Null,Null,652,3.7,162,70.4,321,29
00950000_2011,2011,95,950000,Fall River,624,71,624,72.6,Null,Null,Null,Null,471,471,51.38004246,35.66878981,Null,Null,Null,Null,Null,Null
00950000_2012,2012,95,950000,Fall River,687,69,687,72.8,132,27,2686,45.4,488,488,43.85245902,33.60655738,Null,Null,638,43.3,1213,16
00950000_2013,2013,95,950000,Fall River,740,75.7,740,75.7,165,28.6,2737,46.1,575,575,51.30434783,40.52173913,2640,25.5,668,44.3,1175,20
00950000_2014,2014,95,950000,Fall River,624,71.8,624,71.8,127,27.9,2715,47.1,446,446,50.44843049,35.20179372,2621,28.8,665,42.1,1132,16
00950000_2015,2015,95,950000,Fall River,662,71.5,662,71.5,201,40.9,2560,47.3,473,473,56.65961945,40.59196617,2571,18.4,620,39.7,1130,21
00950000_2016,2016,95,950000,Fall River,679,71.7,Null,Null,348,70.4,2529,42.2,Null,Null,Null,Null,2542,12,590,41.2,1206,21
00960000_2011,2011,96,960000,Falmouth,257,86.8,257,87.5,Null,Null,Null,Null,233,233,70.81545064,59.65665236,Null,Null,Null,Null,Null,Null
00960000_2012,2012,96,960000,Falmouth,222,88.3,222,88.7,61,31.4,947,25.6,194,194,56.18556701,50,Null,Null,245,79.2,419,24
00960000_2013,2013,96,960000,Falmouth,241,89.2,241,89.2,90,42.1,941,25,214,214,71.02803738,59.81308411,918,10,212,82.1,413,33
00960000_2014,2014,96,960000,Falmouth,204,87.7,204,87.7,112,60.9,928,22.8,184,184,72.2826087,64.13043478,901,7.4,238,86.1,421,28
00960000_2015,2015,96,960000,Falmouth,236,88.1,236,88.1,118,58.7,898,24.7,200,200,68,60.5,904,5,222,75.7,409,32
00960000_2016,2016,96,960000,Falmouth,207,87,Null,Null,127,67.6,898,24.4,Null,Null,Null,Null,908,4.8,208,78.4,427,32
00970000_2011,2011,97,970000,Fitchburg,446,71.5,446,78,Null,Null,Null,Null,369,369,44.17344173,30.89430894,Null,Null,Null,Null,Null,Null
00970000_2012,2012,97,970000,Fitchburg,400,74.3,400,78.5,239,68.7,1456,36.5,345,345,46.08695652,33.04347826,Null,Null,336,58.6,697,13
00970000_2013,2013,97,970000,Fitchburg,450,78.4,450,78.4,268,72.8,1509,34.4,365,365,39.17808219,28.49315068,1455,8.7,377,64.2,695,27
00970000_2014,2014,97,970000,Fitchburg,401,76.6,401,76.6,252,76.8,1529,35.7,328,328,37.80487805,25.91463415,1468,12.9,324,69.8,719,27
00970000_2015,2015,97,970000,Fitchburg,388,77.8,388,77.8,177,53.8,1479,38.3,329,329,43.76899696,29.17933131,1492,11.9,314,68.8,763,28
00970000_2016,2016,97,970000,Fitchburg,430,74.4,Null,Null,222,62.7,1507,36.6,Null,Null,Null,Null,1528,8,304,99.7,791,31
00990000_2011,2011,99,990000,Foxborough,231,95.7,231,96.5,Null,Null,Null,Null,222,222,72.52252252,65.31531532,Null,Null,Null,Null,Null,Null
00990000_2012,2012,99,990000,Foxborough,206,99,206,99.5,208,99.5,873,13.5,209,209,76.55502392,72.24880383,Null,Null,223,92.8,434,29
00990000_2013,2013,99,990000,Foxborough,214,98.6,214,98.6,13,6.2,867,11.4,209,209,80.86124402,71.77033493,859,7.1,221,95.9,409,35
00990000_2014,2014,99,990000,Foxborough,203,93.1,203,93.1,17,9,876,11.5,189,189,72.48677249,67.1957672,865,4.2,216,93.5,417,40
00990000_2015,2015,99,990000,Foxborough,221,96.8,221,96.8,13,6,864,8.4,217,217,78.34101382,76.03686636,865,2.7,192,96.4,453,42
00990000_2016,2016,99,990000,Foxborough,229,95.2,Null,Null,168,76.7,852,11.9,Null,Null,Null,Null,853,3.2,204,95.1,451,51
01000000_2011,2011,100,1000000,Framingham,562,81.1,562,85.8,Null,Null,Null,Null,485,485,62.88659794,56.49484536,Null,Null,Null,Null,Null,Null
01000000_2012,2012,100,1000000,Framingham,577,85.3,577,88.6,0,0,2249,16.6,514,514,62.45136187,57.78210117,Null,Null,501,78.2,1055,37
01000000_2013,2013,100,1000000,Framingham,573,87.1,573,87.1,9,1.8,2192,16,504,504,71.42857143,65.07936508,2087,8,501,78.6,1033,38
01000000_2014,2014,100,1000000,Framingham,558,87.3,558,87.3,467,93.8,2182,15.7,498,498,69.47791165,62.24899598,2089,7,538,76.8,994,38
01000000_2015,2015,100,1000000,Framingham,535,87.7,535,87.7,367,78.8,2109,17.1,465,465,67.74193548,63.01075269,2119,5.7,496,82.3,1014,45
01000000_2016,2016,100,1000000,Framingham,534,84.8,Null,Null,361,75.4,2170,17.5,Null,Null,Null,Null,2178,7,565,80.7,1053,38
01010000_2011,2011,101,1010000,Franklin,426,93,426,94.8,Null,Null,Null,Null,397,397,80.10075567,75.06297229,Null,Null,Null,Null,Null,Null
01010000_2012,2012,101,1010000,Franklin,415,92.8,415,94.5,395,100,1682,11.2,394,394,80.20304569,75.38071066,Null,Null,Null,Null,812,36
01010000_2013,2013,101,1010000,Franklin,475,83.8,475,83.8,400,100,1681,12.4,400,400,80.75,75,1754,2.1,420,93.3,794,38
01010000_2014,2014,101,1010000,Franklin,406,96.6,406,96.6,396,100,1675,13.9,395,395,79.74683544,75.69620253,1653,2.6,409,92.2,802,41
01010000_2015,2015,101,1010000,Franklin,401,96.8,401,96.8,391,100,1714,13.4,389,389,86.37532134,82.00514139,1720,1.2,480,95.2,817,44
01010000_2016,2016,101,1010000,Franklin,419,95.7,Null,Null,403,100,1732,9.6,Null,Null,Null,Null,1744,1.4,424,89.2,821,51
01030000_2011,2011,103,1030000,Gardner,217,75.6,217,78.8,Null,Null,Null,Null,183,183,67.21311475,53.55191257,Null,Null,Null,Null,Null,Null
01030000_2012,2012,103,1030000,Gardner,209,74.6,209,79.9,75,43.4,783,29.1,173,173,60.11560694,50.86705202,Null,Null,196,60.2,355,24
01030000_2013,2013,103,1030000,Gardner,208,76.4,208,76.4,36,21.8,753,31.6,165,165,64.84848485,46.06060606,732,8.1,196,59.7,314,33
01030000_2014,2014,103,1030000,Gardner,173,76.3,173,76.3,8,5.7,717,28.6,141,141,59.57446809,51.06382979,701,9,169,56.8,295,34
01030000_2015,2015,103,1030000,Gardner,175,84.6,175,84.6,15,10.3,677,29.8,146,146,62.32876712,52.05479452,683,11.1,175,56,302,39
01030000_2016,2016,103,1030000,Gardner,173,82.7,Null,Null,55,36.9,662,28.2,Null,Null,Null,Null,669,10.3,152,50.7,306,28
01050000_2011,2011,105,1050000,Georgetown,101,90.1,101,93.1,Null,Null,Null,Null,91,91,74.72527473,71.42857143,Null,Null,Null,Null,Null,Null
01050000_2012,2012,105,1050000,Georgetown,127,92.1,127,95.3,120,100,451,13.5,120,120,85.83333333,81.66666667,Null,Null,105,92.4,222,23
01050000_2013,2013,105,1050000,Georgetown,99,98,99,98,99,100,430,13.7,99,99,78.78787879,73.73737374,424,0.9,100,92,209,20
01050000_2014,2014,105,1050000,Georgetown,112,96.4,112,96.4,107,100,422,16.1,107,107,83.17757009,71.02803738,416,1.9,101,88.1,205,22
01050000_2015,2015,105,1050000,Georgetown,95,97.9,95,97.9,95,100,409,14.7,94,94,90.42553191,81.91489362,409,1,114,95.6,194,21
01050000_2016,2016,105,1050000,Georgetown,103,96.1,Null,Null,100,100,408,14.2,Null,Null,Null,Null,435,0.7,92,88,197,22
01070000_2011,2011,107,1070000,Gloucester,300,86.3,300,89.3,Null,Null,Null,Null,265,265,58.49056604,51.69811321,Null,Null,Null,Null,Null,Null
01070000_2012,2012,107,1070000,Gloucester,245,86.1,245,89,221,100,1047,33,221,221,57.91855204,51.13122172,Null,Null,257,73.9,458,17
01070000_2013,2013,107,1070000,Gloucester,266,88,266,88,2,0.9,1026,27.6,231,231,56.70995671,49.35064935,999,3.3,244,75.8,485,16
01070000_2014,2014,107,1070000,Gloucester,248,91.5,248,91.5,121,50.6,988,25.5,238,238,65.12605042,55.88235294,952,3,225,73.3,478,24
01070000_2015,2015,107,1070000,Gloucester,237,92.4,237,92.4,163,74.4,897,26.4,219,219,59.8173516,50.68493151,900,5.9,233,73.8,439,29
01070000_2016,2016,107,1070000,Gloucester,240,86.7,Null,Null,159,75.7,883,27.9,Null,Null,Null,Null,889,6.7,233,69.1,414,30
01100000_2011,2011,110,1100000,Grafton,182,85.7,182,88.5,Null,Null,Null,Null,157,157,75.79617834,63.05732484,Null,Null,Null,Null,Null,Null
01100000_2012,2012,110,1100000,Grafton,162,87.7,162,88.9,134,90.5,702,12.5,148,148,76.35135135,70.94594595,Null,Null,171,78.4,313,18
01100000_2013,2013,110,1100000,Grafton,170,94.1,170,94.1,135,83.3,756,13.1,162,162,78.39506173,74.69135802,759,3.6,226,87.2,335,21
01100000_2014,2014,110,1100000,Grafton,178,92.1,178,92.1,161,97.6,784,17.7,164,164,79.87804878,70.12195122,789,2.8,199,82.9,334,31
01100000_2015,2015,110,1100000,Grafton,172,92.4,172,92.4,125,78.1,803,12.1,160,160,75.625,67.5,826,2.9,212,85.8,379,32
01100000_2016,2016,110,1100000,Grafton,220,90.9,Null,Null,153,74.3,851,13.2,Null,Null,Null,Null,855,2.9,228,91.2,404,39
01110000_2011,2011,111,1110000,Granby,100,91,100,95,Null,Null,Null,Null,93,93,75.2688172,58.06451613,Null,Null,Null,Null,Null,Null
01110000_2012,2012,111,1110000,Granby,98,93.9,98,94.9,96,100,376,8,96,96,73.95833333,59.375,Null,Null,83,81.9,191,26
01110000_2013,2013,111,1110000,Granby,95,100,95,100,96,100,349,6.9,96,96,78.125,67.70833333,343,6.1,79,93.7,179,26
01110000_2014,2014,111,1110000,Granby,86,96.5,86,96.5,83,100,324,6.2,83,83,66.26506024,60.24096386,317,2.8,80,97.5,160,32
01110000_2015,2015,111,1110000,Granby,79,93.7,79,93.7,73,100,302,9.3,73,73,75.34246575,64.38356164,303,3.6,65,76.9,155,41
01110000_2016,2016,111,1110000,Granby,75,92,Null,Null,70,100,273,8.8,Null,Null,Null,Null,275,4,50,84,149,56
01140000_2011,2011,114,1140000,Greenfield,111,76.6,111,79.3,Null,Null,Null,Null,87,87,64.36781609,44.82758621,Null,Null,Null,Null,Null,Null
01140000_2012,2012,114,1140000,Greenfield,108,77.8,108,78.7,88,98.9,433,25.6,89,89,51.68539326,39.3258427,Null,Null,109,67.9,180,47
01140000_2013,2013,114,1140000,Greenfield,95,76.8,95,76.8,33,44.6,456,20,74,74,60.81081081,47.2972973,449,8.7,141,56.7,168,49
01140000_2014,2014,114,1140000,Greenfield,103,82.5,103,82.5,56,69.1,418,21.8,81,81,66.66666667,51.85185185,410,8,108,71.3,183,50
01140000_2015,2015,114,1140000,Greenfield,90,86.7,90,86.7,36,41.4,406,26.8,86,86,69.76744186,46.51162791,411,6.8,90,70,178,60
01140000_2016,2016,114,1140000,Greenfield,106,72.6,Null,Null,44,56.4,381,17.1,Null,Null,Null,Null,386,6.7,95,70.5,184,52
01170000_2011,2011,117,1170000,Hadley,45,97.8,45,97.8,Null,Null,Null,Null,46,46,69.56521739,65.2173913,Null,Null,Null,Null,Null,Null
01170000_2012,2012,117,1170000,Hadley,52,96.2,52,96.2,50,100,191,7.3,50,50,82,76,Null,Null,48,91.7,93,43
01170000_2013,2013,117,1170000,Hadley,42,97.6,42,97.6,34,82.9,189,9.5,41,41,92.68292683,87.80487805,186,0,56,94.6,84,52
01170000_2014,2014,117,1170000,Hadley,44,95.5,44,95.5,42,100,181,14.9,42,42,88.0952381,83.33333333,180,2.8,42,95.2,83,51
01170000_2015,2015,117,1170000,Hadley,44,97.7,44,97.7,41,97.6,183,14.8,42,42,80.95238095,76.19047619,185,0,36,91.7,96,43
01170000_2016,2016,117,1170000,Hadley,53,96.2,Null,Null,51,98.1,186,3.2,Null,Null,Null,Null,187,0,49,93.9,101,54
01220000_2011,2011,122,1220000,Hanover,157,96.2,157,97.5,Null,Null,Null,Null,152,152,86.18421053,82.89473684,Null,Null,Null,Null,Null,Null
01220000_2012,2012,122,1220000,Hanover,163,97.5,163,97.5,161,100,748,9.9,161,161,81.98757764,75.77639752,Null,Null,193,91.7,346,41
01220000_2013,2013,122,1220000,Hanover,178,98.9,178,98.9,176,100,781,12.2,175,175,80.57142857,74.28571429,782,7.2,195,95.4,381,40
01220000_2014,2014,122,1220000,Hanover,194,98.5,194,98.5,194,100,791,9.7,194,194,83.50515464,79.3814433,791,5.4,197,89.8,390,40
01220000_2015,2015,122,1220000,Hanover,197,98,197,98,191,100,792,8.7,191,191,83.2460733,76.43979058,795,0,191,98.4,399,41
01220000_2016,2016,122,1220000,Hanover,205,98.5,Null,Null,205,100,806,8.6,Null,Null,Null,Null,810,0,215,100,401,42
01250000_2011,2011,125,1250000,Harvard,112,94.6,112,96.4,Null,Null,Null,Null,104,104,86.53846154,83.65384615,Null,Null,Null,Null,Null,Null
01250000_2012,2012,125,1250000,Harvard,108,96.3,108,98.1,109,100,451,15.3,106,106,79.24528302,76.41509434,Null,Null,116,100,219,58
